Cross-Validation Fold,Trial Number,Score,Feature Dimensions,Number of Heads,Head Dimensions,Dropout Rate,Activation Function,Normalization Type,ArcFace Scaling Factor,ArcFace Angular Margin Penalty,Lambda Center,Optimizer,Learning Rate,Weight Decay,Momentum,Optimizer Center,Learning Rate Center,Weight Decay Center,Momentum Center,Scheduler,Scheduler T0,Scheduler Eta Min,Scheduler Step Size,Scheduler Gamma,Scheduler Center,Scheduler Center T0,Scheduler Center Eta Min,Scheduler Center Step Size,Scheduler Center Gamma,State
Fold 1,80,0.9818766378188547,256,3,128,0.40583446760750735,gelu,batch,57,0.4323712772573155,0.05298780274095226,AdamW,0.00015321570682816385,2.019751412526313e-06,,SGD,4.1816330870073595e-05,2.200765171590558e-05,0.8741870295526638,steplr,,,18.0,0.38302117020564647,steplr,,,15.0,0.3945940913159989,COMPLETE
Fold 1,81,0.9689007128824071,256,3,128,0.4648908832848754,gelu,batch,57,0.4345217550616699,0.09413844497444175,AdamW,0.0001524314537102601,1.9276445434583845e-06,,SGD,4.105509759497281e-05,2.3937403062685744e-05,0.873421063839193,steplr,,,18.0,0.36220973813079554,steplr,,,16.0,0.3829122253711816,PRUNED
Fold 1,82,0.978137320376114,256,3,128,0.4378213333925315,gelu,batch,60,0.47533031019127997,0.05764564460620388,AdamW,8.8988699414043e-05,2.270798447547933e-06,,SGD,8.879917206223146e-05,1.6020614084932484e-05,0.85437281335063,steplr,,,19.0,0.3826055360422593,steplr,,,14.0,0.295555717532637,PRUNED
Fold 1,83,0.9828668804904733,256,3,128,0.4001118271908461,gelu,batch,59,0.444948599816415,0.05348819176562352,AdamW,0.00023372612049285015,1.0292532331122745e-06,,SGD,7.743568141696596e-05,1.201333858842057e-05,0.8765915917761432,steplr,,,16.0,0.548902700825732,steplr,,,9.0,0.23224000060962538,COMPLETE
Fold 1,84,0.9698884547612514,256,3,128,0.3984800975507569,gelu,batch,59,0.4212362455878634,0.05368342270816998,AdamW,0.0002333437790562446,2.9924082182151187e-06,,SGD,7.297935530104486e-05,1.9862289907517467e-05,0.8762123958291693,steplr,,,16.0,0.5391964208015976,steplr,,,9.0,0.23717201187379655,PRUNED
Fold 1,85,0.9660808507295853,256,3,128,0.47406907918657015,relu,batch,63,0.3972753757918549,0.04807553223376636,AdamW,0.000276369696343789,1.0433905131278713e-06,,SGD,5.597395527157709e-05,1.1927768854869083e-05,0.8939250220387176,steplr,,,14.0,0.4005985714533711,steplr,,,10.0,0.35570671221239686,PRUNED
Fold 1,86,0.9687510036279217,256,3,256,0.406160571163091,gelu,batch,62,0.44206634298560354,0.05307910254644675,AdamW,0.00016556479834893467,1.4059705552570434e-06,,SGD,3.402974329947625e-05,8.838752554577581e-05,0.8615511638009449,steplr,,,12.0,0.30780283065096864,steplr,,,8.0,0.16175453442942156,PRUNED
Fold 1,87,0.9741465434255048,256,3,128,0.43047436240288756,gelu,batch,55,0.43374847398078825,0.04376380552396127,AdamW,0.00010893770122725668,1.6673073792272548e-06,,SGD,2.6742879185868777e-05,7.4380309690988375e-06,0.8731786152675569,steplr,,,15.0,0.48697103545092213,steplr,,,12.0,0.2718218730957514,PRUNED
Fold 1,88,0.9698666579584693,256,3,128,0.37920578699278645,gelu,batch,57,0.41005424679889924,0.0717499804200842,SGD,0.00013080808676009862,1.2033051289584364e-06,0.9221387969046049,SGD,1.731168311866372e-05,9.318625270775572e-06,0.9056873544626327,steplr,,,19.0,0.4454974894672803,steplr,,,7.0,0.19449264717492964,PRUNED
Fold 1,89,0.9547944224778804,256,3,128,0.4883746748278599,gelu,layer,53,0.4493557044541203,0.049541461547445396,AdamW,0.00020549466698793856,2.5144495199638318e-06,,SGD,7.699260423168713e-05,5.749958266363499e-06,0.881619365346518,steplr,,,17.0,0.5576815524023955,steplr,,,11.0,0.424176769335305,PRUNED
Fold 1,90,0.9702173378755059,256,3,128,0.4181391573457937,leaky_relu,batch,58,0.45711600134001257,0.058812869702068414,AdamW,0.00024190511190355643,1.915228691368764e-06,,SGD,0.00011022148110293715,1.2182634497276964e-05,0.8567218597126615,steplr,,,13.0,0.7916091577887736,steplr,,,15.0,0.338075829743368,PRUNED
Fold 1,91,0.9709472739703011,128,3,128,0.3661883135112944,gelu,batch,60,0.4281187422378973,0.05626732442148611,AdamW,0.00014090298882216595,1.0013330795287278e-06,,SGD,0.0001392453474909162,5.4174883395299945e-05,0.8891028889881907,steplr,,,17.0,0.6424929758232524,steplr,,,7.0,0.13948698085834424,PRUNED
Fold 1,92,0.9795193901320242,256,3,128,0.4472848469865213,gelu,batch,59,0.4432631489638063,0.06746505313356913,AdamW,0.00017350149531883164,4.298401980435883e-06,,SGD,0.00010005201973560819,2.7671679713955764e-05,0.8869262917216927,steplr,,,18.0,0.7051636810015482,steplr,,,9.0,0.4643148244422026,COMPLETE
Fold 1,93,0.9744156735120388,256,3,128,0.24710558163590957,gelu,batch,56,0.43789578760595704,0.06259091773703317,AdamW,0.00020317819462867205,2.1239812650195212e-05,,SGD,6.570745574468334e-05,1.9249129460560095e-05,0.8700398845201254,steplr,,,15.0,0.6189903496724377,steplr,,,20.0,0.383097086570222,PRUNED
Fold 1,94,0.9777671108602882,256,3,128,0.38500508829225577,gelu,batch,61,0.454078668873236,0.0661638170860692,AdamW,7.880078971570816e-05,1.3395622833321508e-06,,SGD,0.0001267845953011529,9.627511635024396e-06,0.8971949133841477,steplr,,,19.0,0.6793632449700515,cosine,4.0,9.457087117564306e-05,,,PRUNED
Fold 1,95,0.9813131670479155,512,3,128,0.4022775382854535,gelu,batch,62,0.4490447932922871,0.0517843306027472,AdamW,0.00015838171601102453,0.00018754994346788036,,SGD,4.7267151234892394e-05,1.5185351483965142e-05,0.8786850368638383,steplr,,,16.0,0.5213536767964441,cosine,4.0,1.8027559437625127e-05,,,COMPLETE
Fold 1,96,0.980233208208919,256,3,128,0.4012205271692195,gelu,batch,63,0.45941362546018016,0.05226551977733925,AdamW,0.00012157859839821289,0.00017166701150982916,,SGD,4.5093193180712146e-05,2.269302787149109e-05,0.8779084559278287,steplr,,,16.0,0.4673699456504502,steplr,,,10.0,0.22475454112121465,COMPLETE
Fold 1,97,0.9727437467823947,256,3,512,0.3976531030192027,gelu,batch,62,0.47656795948473823,0.0519428685848021,AdamW,0.00011678559895663677,0.00018156828157465563,,SGD,4.150280807800963e-05,2.2980000764389254e-05,0.8793745020123637,steplr,,,16.0,0.5264954858652344,steplr,,,10.0,0.21317263759629454,PRUNED
Fold 1,98,0.9678489817338647,256,3,128,0.4327438444273131,gelu,batch,63,0.4582586624781585,0.046037150222951136,AdamW,0.00010118914377599259,0.00015270062741521592,,SGD,4.9000393254273186e-05,6.4885334476693344e-06,0.8685762791711085,steplr,,,15.0,0.4639001528291874,steplr,,,9.0,0.24848840195903527,PRUNED
Fold 1,99,0.9686587142967671,256,3,128,0.40496688678281095,relu,batch,59,0.47083632474055465,0.05579067558861133,AdamW,0.0001539632076757605,3.2168112102402114e-06,,SGD,2.9796306275501557e-05,7.708097310872232e-06,0.8779359237287667,steplr,,,14.0,0.4198199641150038,steplr,,,11.0,0.5688413737101367,PRUNED
Fold 2,0,0.9547007950200018,256,1,128,0.2918960780154495,gelu,layer,30,0.3018385457576866,0.038312482014181734,AdamW,5.8767023342827964e-05,2.6246353760345075e-06,,AdamW,2.582741009623446e-05,2.315874375436294e-06,,steplr,,,6.0,0.38878646410144513,cosine,5.0,1.2233174448209673e-05,,,COMPLETE
Fold 2,1,0.9699440428156382,128,2,128,0.13096991927767582,gelu,batch,55,0.300754752775431,0.08491416988408733,AdamW,0.0006544571918194437,4.308335845883607e-06,,SGD,2.7156528510208995e-05,0.00012042804967768557,0.9160569587142994,cosine,5.0,2.9886782946525008e-05,,,cosine,8.0,3.257797718233288e-05,,,COMPLETE
Fold 2,2,0.77578537127971,512,2,128,0.2026093064793214,selu,layer,35,0.33268385841281034,0.08608869570887323,SGD,1.5169642190342746e-05,0.0003159840050907765,0.8609611419206277,AdamW,4.713371378225599e-05,1.1742746526676865e-06,,cosine,10.0,7.309137924570553e-05,,,steplr,,,9.0,0.4112724366517304,COMPLETE
Fold 2,3,0.9647555907098407,384,2,128,0.20482972732274818,gelu,layer,33,0.45342044282402605,0.0535835503336473,AdamW,0.00029933033077574967,7.211082770646593e-05,,SGD,2.9038637961974815e-05,0.00020708616082429023,0.8106566948057153,steplr,,,8.0,0.8194906859177732,steplr,,,12.0,0.19161422911374865,COMPLETE
Fold 2,4,0.9281970788500647,384,1,256,0.41558257247804503,leaky_relu,layer,49,0.4747525693546258,0.061489168112843245,SGD,3.295495081340667e-05,5.42311873781945e-06,0.9024824687881081,AdamW,0.00033902617432661714,0.00010729423494466646,,steplr,,,13.0,0.5027059823276522,cosine,4.0,4.870128647160223e-05,,,COMPLETE
Fold 2,5,0.9606568039034556,512,1,512,0.2050595922980134,relu,layer,58,0.30852841850296714,0.09468677319766983,SGD,0.00010440378896136931,6.54984073944949e-05,0.8490063697264004,SGD,0.00018136387504653824,3.9894687472338776e-06,0.9198719692160897,steplr,,,17.0,0.6697363910695209,cosine,9.0,3.671766042480048e-05,,,COMPLETE
Fold 2,6,0.9622571010305939,256,2,256,0.20333510486815093,leaky_relu,batch,34,0.42621331746290536,0.03811954604680727,SGD,0.00015418383185857127,0.00010952575912019931,0.8883288572565221,SGD,0.00010041958601206039,0.0002374252044782327,0.9464241303936984,cosine,10.0,1.5473379112919686e-05,,,steplr,,,7.0,0.5428960146999573,COMPLETE
Fold 2,7,0.9126972232691851,128,1,128,0.1535749287242868,selu,batch,31,0.33574767292619095,0.028212621450644227,SGD,1.3699816505701727e-05,0.0001214164280204752,0.9344769147133769,SGD,1.323813368344279e-05,0.00016918448799422284,0.845736260958348,steplr,,,17.0,0.35517987287961306,steplr,,,20.0,0.8070339021310554,COMPLETE
Fold 2,8,0.9707651907590419,256,1,256,0.13242909633435862,relu,batch,42,0.4841077852615726,0.006194902725400688,AdamW,2.69801772288425e-05,0.00017368079346153536,,SGD,0.00019690453272210143,2.412242586513304e-05,0.8819572210062476,steplr,,,18.0,0.8536155700710835,steplr,,,17.0,0.49658213271423823,COMPLETE
Fold 2,9,0.9633101842420927,512,3,256,0.09667381000123615,selu,layer,56,0.41568161637017864,0.0959509524390165,AdamW,0.0009048331707809689,0.00018130635262515542,,SGD,9.588346893706137e-05,0.00038005306813685904,0.821065401558472,steplr,,,20.0,0.2518660945848804,steplr,,,6.0,0.7194455631365021,COMPLETE
Fold 2,10,0.9699387768809125,256,3,512,0.01409887911343681,relu,none,44,0.4935581415571262,0.001570336446115277,AdamW,4.2571909469155127e-05,0.0006542761795710288,,AdamW,0.0009511419960872247,1.8126194529755177e-05,,cosine,3.0,9.582504356587114e-05,,,steplr,,,19.0,0.382652118607993,COMPLETE
Fold 2,11,0.9692402687710054,128,2,256,0.0474765309390911,gelu,batch,44,0.37614789592007775,0.004364822910627925,AdamW,0.000881770467954952,1.3437414668183354e-05,,SGD,0.0004533767345641315,3.0160178179538082e-05,0.8891001485806116,cosine,5.0,2.441600290477442e-05,,,cosine,9.0,9.980556525590617e-05,,,COMPLETE
Fold 2,12,0.9715827081242203,128,3,128,0.3179717741362571,relu,batch,63,0.38074823867581714,0.07961877522993614,AdamW,0.0003976409045513716,1.1240763080318116e-06,,SGD,1.044698318358031e-05,1.5384016464039625e-05,0.8890607355346068,cosine,6.0,4.4439510393041354e-05,,,cosine,7.0,7.958620197787459e-05,,,COMPLETE
Fold 2,13,0.9728031926459694,256,3,256,0.33603954177392326,relu,batch,63,0.37711324484441733,0.07035901520542982,AdamW,0.00027740227750610864,1.032447437940533e-06,,SGD,1.0428661431220629e-05,1.488890977240092e-05,0.8697748332751783,cosine,8.0,5.358806022384368e-05,,,cosine,6.0,8.733334448015963e-05,,,COMPLETE
Fold 2,14,0.954692895040999,128,3,512,0.3483014459939895,relu,none,64,0.3785800512042895,0.07093146182563008,AdamW,0.00034659660582703184,1.1393390181399683e-06,,SGD,1.1126854956252107e-05,8.388800110827471e-06,0.8557334891203636,cosine,8.0,5.1242859765488094e-05,,,cosine,6.0,8.944200207233386e-05,,,PRUNED
Fold 2,15,0.9715791833965052,256,3,128,0.48618438930519636,relu,batch,63,0.38282350547670607,0.07473683441501808,AdamW,0.00027345759774103555,1.0144440747746743e-06,,SGD,1.0666870754573933e-05,0.0009515988974573384,0.8619548330387855,cosine,7.0,5.262076932943606e-05,,,cosine,7.0,7.599095255167844e-05,,,COMPLETE
Fold 2,16,0.9718906440482958,128,3,256,0.3280252647014501,relu,batch,59,0.3535684430850382,0.06533468818865118,AdamW,0.00018346975087892353,1.9984509747665455e-05,,SGD,2.1338422898365382e-05,8.858377979119602e-06,0.8965397834046129,cosine,8.0,6.950984258734621e-05,,,cosine,6.0,7.466843815296105e-05,,,COMPLETE
Fold 2,17,0.9757210311043355,384,3,256,0.392638432490377,relu,batch,51,0.3513465239394517,0.06417589614870657,AdamW,0.00019046559152689947,2.0680779873193048e-05,,SGD,4.974622811912843e-05,5.740681440699576e-05,0.9066171176711866,cosine,8.0,7.510116688979881e-05,,,cosine,3.0,6.567618290541895e-05,,,COMPLETE
Fold 2,18,0.9735901123855525,384,3,256,0.4286931301032507,relu,none,51,0.3445028069252134,0.05208308781047634,AdamW,8.996597185945257e-05,9.79065358880097e-06,,AdamW,5.397037845950441e-05,6.406188867335652e-05,,cosine,8.0,8.109306273541343e-05,,,cosine,3.0,5.693801525063588e-05,,,COMPLETE
Fold 2,19,0.9743682374972726,384,3,256,0.416745605492556,leaky_relu,none,51,0.34891825154101275,0.04971749729562237,AdamW,8.139814828572083e-05,1.1618054451745036e-05,,AdamW,5.653685436223214e-05,5.883474728221739e-05,,cosine,9.0,9.00755428110376e-05,,,cosine,3.0,6.289628735792976e-05,,,COMPLETE
Fold 2,20,0.976398708513674,384,2,256,0.49889673998197637,leaky_relu,none,51,0.356108349036888,0.017332140251193826,AdamW,8.4524496856571e-05,2.687226383225032e-05,,AdamW,5.025402522316316e-05,4.980313030197338e-05,,cosine,9.0,9.538996544846388e-05,,,cosine,3.0,6.600497401573668e-05,,,COMPLETE
Fold 2,21,0.9768234225908827,384,2,256,0.49579232265322715,leaky_relu,none,51,0.3581382450524949,0.01982509170000343,AdamW,7.842529450312474e-05,3.4940463857922505e-05,,AdamW,5.4066108864140705e-05,5.343939188429155e-05,,cosine,9.0,9.858293193013166e-05,,,cosine,3.0,6.128727355375782e-05,,,COMPLETE
Fold 2,22,0.9745383236894843,384,2,256,0.4932488841557969,leaky_relu,none,53,0.36242642906463324,0.014001338910708289,AdamW,0.00017703031549939343,4.72527066976758e-05,,AdamW,7.159006528520782e-05,5.174119931699852e-05,,cosine,9.0,9.288210312054755e-05,,,cosine,4.0,6.501060704056948e-05,,,COMPLETE
Fold 2,23,0.9758427391847336,384,2,256,0.4636495926370895,leaky_relu,none,48,0.3277346598006812,0.021231609340897295,AdamW,0.00012587220627241917,3.5209911988010644e-05,,AdamW,3.691908952673549e-05,4.4450715306120884e-05,,cosine,9.0,9.912799099824766e-05,,,cosine,3.0,4.529238124222267e-05,,,COMPLETE
Fold 2,24,0.9782433830605427,384,2,256,0.4698734298445383,leaky_relu,none,46,0.321149027495215,0.023157700447445816,AdamW,5.413952429510628e-05,3.2467175624452995e-05,,AdamW,0.00013112110949821987,3.76946869454438e-05,,cosine,10.0,9.660049922229981e-05,,,cosine,4.0,4.172724440283312e-05,,,COMPLETE
Fold 2,25,0.9760869867069459,384,2,256,0.44863076468311414,leaky_relu,none,38,0.39858142851365747,0.027493379805465963,AdamW,5.326459908647479e-05,2.588350241625229e-05,,AdamW,0.00015630583834429131,8.716984395911709e-05,,cosine,10.0,8.403825830358083e-05,,,cosine,4.0,2.824721336557139e-05,,,COMPLETE
Fold 2,26,0.9680022644640883,384,2,512,0.3776135354969255,leaky_relu,none,45,0.32050834590608374,0.014226084781197142,AdamW,2.505783291171776e-05,3.4783242957615596e-05,,AdamW,9.936992159415501e-05,0.00040843772723049424,,cosine,10.0,6.442247975469895e-05,,,cosine,5.0,2.070870742608492e-05,,,PRUNED
Fold 2,27,0.6435140613867445,384,2,256,0.49236362327736677,leaky_relu,none,39,0.3190466906266611,0.032324068042889634,SGD,6.649678831459956e-05,6.558009835202351e-06,0.800446639787701,AdamW,0.00014235687653677643,3.0048988024061177e-05,,cosine,9.0,8.794087630415423e-05,,,cosine,4.0,4.7946305265596795e-05,,,PRUNED
Fold 2,28,0.9768403360063672,384,2,256,0.45371350924888654,leaky_relu,none,46,0.4010263314569103,0.016542648184881884,AdamW,3.984762330553848e-05,6.393325371368111e-05,,AdamW,0.00025155186558304093,8.619686403154464e-06,,cosine,7.0,9.815569249841806e-05,,,cosine,5.0,5.6153655165363106e-05,,,COMPLETE
Fold 2,29,0.9767341531493513,384,1,256,0.37714765852301946,leaky_relu,none,40,0.40757162326098617,0.042691119778777875,AdamW,2.0671853015159165e-05,6.727047081453703e-05,,AdamW,0.00026129964304159994,3.039567591126056e-06,,cosine,7.0,8.120938515475111e-05,,,cosine,5.0,3.710102698813828e-05,,,COMPLETE
Fold 2,30,0.9742586399635602,384,2,512,0.2713369688052977,leaky_relu,none,47,0.4541169786291379,0.022444963553550464,AdamW,4.9971811170345676e-05,0.00039633923625412,,AdamW,0.0006220923874616845,6.456951145151319e-06,,cosine,6.0,9.954880988736808e-05,,,cosine,5.0,2.142579140709816e-06,,,COMPLETE
Fold 2,31,0.9743061496780864,384,1,256,0.4566410919526672,leaky_relu,none,40,0.4052702062024069,0.044222963936328887,AdamW,1.955124275160776e-05,7.088576666531437e-05,,AdamW,0.00026449449449689313,3.408419794304571e-06,,cosine,7.0,8.241202038128159e-05,,,cosine,5.0,5.577618202086567e-05,,,COMPLETE
Fold 2,32,0.9715933411304297,384,1,256,0.38481935611031665,leaky_relu,none,46,0.4286894461232637,0.03763591324979604,AdamW,1.0560281253895804e-05,4.919616344553846e-05,,AdamW,0.00025012362954746845,2.4304055076720552e-06,,cosine,7.0,8.835400904756438e-05,,,cosine,4.0,3.826969714174135e-05,,,PRUNED
Fold 2,33,0.9739834338172803,384,1,256,0.45447825602950265,leaky_relu,none,42,0.39503411431573077,0.011040827588820211,AdamW,3.630564449862833e-05,0.00011390288624351878,,AdamW,0.0004091300213059242,1.4144390836292855e-06,,cosine,5.0,7.898588735571677e-05,,,cosine,5.0,4.3110411415006906e-05,,,COMPLETE
Fold 2,34,0.9766798974790506,512,2,256,0.4287224421484786,gelu,none,37,0.4347884357605166,0.031138958609706637,AdamW,6.477078681343029e-05,1.676452087998556e-05,,AdamW,0.00011986477546036307,5.220558380953443e-06,,cosine,6.0,6.444717618538532e-05,,,cosine,4.0,5.3777873177761714e-05,,,COMPLETE
Fold 2,35,0.9714557685935441,384,2,256,0.36277526655383396,leaky_relu,none,41,0.40690809334059214,0.04260208584748064,AdamW,2.005319439243668e-05,4.8667266646428116e-05,,AdamW,0.0002640915706060118,2.141981881240315e-06,,cosine,3.0,9.01640609268208e-05,,,cosine,5.0,2.4801017435280967e-05,,,PRUNED
Fold 2,36,0.6974624541636094,384,2,256,0.30081836327896483,selu,none,36,0.3667563209477758,0.008965208762776636,SGD,3.2817550011402045e-05,2.964669007984877e-06,0.8024053730777179,AdamW,0.00019942546228097417,9.141530119651838e-06,,steplr,,,11.0,0.15693156422431165,cosine,10.0,4.140956646023552e-05,,,PRUNED
Fold 2,37,0.9659030454605877,384,1,128,0.39546175708589887,leaky_relu,layer,48,0.30220726621808786,0.022964812772123068,AdamW,4.3475065811213744e-05,0.00018804189661059315,,AdamW,0.0006467508055765714,1.0735656299599027e-05,,cosine,7.0,3.5038080867471315e-06,,,cosine,6.0,1.541480502248237e-05,,,PRUNED
Fold 2,38,0.9471414166171244,512,1,256,0.4688922928822788,leaky_relu,none,54,0.41625897003463336,0.018419097370529366,SGD,1.9970866942326565e-05,7.322077366510687e-05,0.9495400971219834,AdamW,7.656939351363158e-05,1.7660136350337847e-06,,steplr,,,13.0,0.6070399206944047,steplr,,,14.0,0.21407005346265634,PRUNED
Fold 2,39,0.9760565105255753,384,2,256,0.24159581890407347,gelu,none,43,0.4355585874108713,0.03527463927987645,AdamW,2.7296248600490594e-05,0.0003202476171922029,,AdamW,0.00037843819110582906,3.4436537271790036e-06,,cosine,4.0,9.826234738947117e-05,,,cosine,4.0,5.9219572677614616e-05,,,COMPLETE
Fold 2,40,0.6694770988312783,384,1,128,0.4374177888745872,leaky_relu,layer,46,0.3911287955902078,0.027234568152016185,SGD,1.2928226585228415e-05,0.00010996629662595202,0.8348383406215146,AdamW,0.00012972523911236665,1.1275944114349715e-06,,steplr,,,5.0,0.10760890180836141,steplr,,,12.0,0.894118645225492,PRUNED
Fold 2,41,0.9769348339770024,512,2,256,0.4125716217850483,gelu,none,37,0.4481808256245688,0.029483276394566185,AdamW,6.248558732785268e-05,1.7098075283199323e-05,,AdamW,0.00010989010207304574,4.417568796518643e-06,,cosine,6.0,6.699430292995066e-05,,,cosine,4.0,5.298213741643539e-05,,,COMPLETE
Fold 2,42,0.9777773434528291,512,2,256,0.405800116236539,gelu,none,32,0.45441586304620585,0.043004207219072915,AdamW,0.00012628452920320052,3.627838249454376e-05,,AdamW,7.193625235161486e-05,5.010446430783394e-06,,cosine,6.0,6.51503563554182e-05,,,cosine,4.0,3.325099189607401e-05,,,COMPLETE
Fold 2,43,0.9765110850179473,512,2,256,0.4030187877103787,gelu,none,31,0.45921047632145773,0.027001813496056053,AdamW,0.00011707129570347851,8.651168170318881e-06,,AdamW,8.174722022718026e-05,5.310213387870302e-06,,cosine,6.0,6.0329888586388055e-05,,,cosine,3.0,5.058360201803745e-05,,,COMPLETE
Fold 2,44,0.9785720532776443,512,2,256,0.47519591481264706,gelu,none,33,0.4684218546241762,0.047650738012481667,AdamW,6.874373520473954e-05,1.5542658877148724e-05,,AdamW,3.4534638718875667e-05,2.2196842578336396e-05,,cosine,5.0,3.896913299859624e-05,,,cosine,4.0,3.169057369413821e-05,,,COMPLETE
Fold 2,45,0.9782761997237142,512,2,256,0.4718764385909003,gelu,none,34,0.4687237082715853,0.04692474565043601,AdamW,6.334820964562893e-05,1.6043272794267775e-05,,AdamW,2.2734841998085864e-05,2.354555914987496e-05,,cosine,5.0,4.065704789301643e-05,,,cosine,4.0,3.6329087239099446e-05,,,COMPLETE
Fold 2,46,0.9718312553917652,512,2,512,0.4152888404960539,gelu,layer,33,0.4674373870082837,0.056506229712719694,AdamW,6.105951563119745e-05,1.4852760496253194e-05,,AdamW,2.199134032389083e-05,2.1298895822127875e-05,,cosine,4.0,3.935218362887593e-05,,,steplr,,,15.0,0.6409957249928264,PRUNED
Fold 2,47,0.9782673149841671,512,2,256,0.4724946610432738,gelu,none,35,0.4850454804381919,0.04737223957293756,AdamW,0.00014139877707835798,5.067275124069117e-06,,AdamW,3.3679527183738525e-05,1.3620172280852812e-05,,steplr,,,10.0,0.6376446147879088,cosine,4.0,3.162640508885868e-05,,,COMPLETE
Fold 2,48,0.967504112660424,512,2,256,0.47197412363736907,gelu,none,35,0.49503970070263914,0.0580284155330965,SGD,0.00012451455161362627,3.9266517540301494e-06,0.9142565051773531,AdamW,3.244273229043627e-05,1.329684584427102e-05,,steplr,,,10.0,0.6902053485948495,cosine,4.0,3.172615009998186e-05,,,PRUNED
Fold 2,49,0.9794673206105863,512,2,128,0.4377207361996836,gelu,none,30,0.481433679854282,0.04913938532657554,AdamW,0.0001026816503213809,6.361799674862753e-06,,AdamW,1.6372227775334156e-05,3.3492729254868587e-05,,steplr,,,8.0,0.5180275012450652,steplr,,,9.0,0.11764921442316179,COMPLETE
Fold 2,50,0.9681871058257747,512,2,128,0.4352225108333433,gelu,layer,30,0.47199912302803726,0.04819251708038592,AdamW,0.00022254638216260517,6.483067929878157e-06,,AdamW,1.3605728876896392e-05,3.5521354838382324e-05,,steplr,,,8.0,0.5137222507444217,steplr,,,9.0,0.1477017989451358,PRUNED
Fold 2,51,0.9810648800301326,512,2,128,0.47574835811263977,gelu,none,33,0.484853680393381,0.04600824224609091,AdamW,0.0001470094888513315,1.9187977250795447e-06,,AdamW,1.673725398260176e-05,2.295528999046789e-05,,steplr,,,9.0,0.7502600586142762,steplr,,,9.0,0.29343017411495587,COMPLETE
Fold 2,52,0.9818057847342546,512,2,128,0.47777068405089096,gelu,none,33,0.48328879518427714,0.054225185599413736,AdamW,9.969152732516603e-05,1.7020915286653829e-06,,AdamW,1.7432237227928465e-05,2.482925672051849e-05,,steplr,,,9.0,0.7440557595807156,steplr,,,9.0,0.3142250893041017,COMPLETE
Fold 2,53,0.9787629107116458,512,2,128,0.477755706180903,gelu,none,34,0.48275384988944126,0.047394744061179404,AdamW,0.00015181996579376007,1.5346735779652422e-06,,AdamW,1.7786096912896262e-05,2.4210299341546163e-05,,steplr,,,8.0,0.7556663159748086,steplr,,,9.0,0.2937003060037364,COMPLETE
Fold 2,54,0.9804745397491237,512,2,128,0.480593563919077,gelu,none,33,0.4842470824047487,0.05344598138988282,AdamW,0.00015988963175827186,1.5645575404452204e-06,,AdamW,1.6950210488585453e-05,2.6253759356613008e-05,,steplr,,,8.0,0.7701447777532622,steplr,,,9.0,0.2966308773561237,COMPLETE
Fold 2,55,0.9788489472283439,512,2,128,0.44214079640932347,gelu,none,30,0.4821769141037073,0.05472780364296677,AdamW,0.00010065018463239853,1.6123397492546445e-06,,AdamW,1.5090528646050044e-05,8.143804450908624e-05,,steplr,,,8.0,0.7723251304746521,steplr,,,9.0,0.2962006259495791,COMPLETE
Fold 2,56,0.9791585562828328,512,2,128,0.1744882425863004,gelu,none,30,0.48683908494783107,0.05477604665780459,AdamW,0.0001003306186324414,1.7517212574426616e-06,,AdamW,1.6508245934663915e-05,8.522224198201155e-05,,steplr,,,8.0,0.7724286700763395,steplr,,,9.0,0.31983417991860813,COMPLETE
Fold 2,57,0.9778805786908533,512,2,128,0.23384823904499596,gelu,batch,31,0.47983311419494906,0.05479333498573104,AdamW,0.00010229037347147575,1.8123251630882404e-06,,AdamW,1.6048684480716653e-05,0.00014445481144900748,,steplr,,,7.0,0.7690089492296717,steplr,,,10.0,0.30848449825946817,COMPLETE
Fold 2,58,0.9636748438252133,512,2,128,0.13927785694283035,gelu,none,30,0.49848326609661875,0.060595309280744435,AdamW,0.0004561840416500929,2.1950158026798126e-06,,SGD,1.7488198828119014e-05,8.078516331827583e-05,0.8357903148591243,steplr,,,9.0,0.8972008871216302,steplr,,,8.0,0.2921108930339323,PRUNED
Fold 2,59,0.9769249701178907,512,2,128,0.18108013598493536,gelu,none,32,0.48997099677352973,0.06723757945745373,AdamW,0.00022475594115752717,3.1026035035209755e-06,,AdamW,1.3207647770569446e-05,0.00010956930507865728,,steplr,,,7.0,0.7439390298629834,steplr,,,11.0,0.35073282103628584,COMPLETE
Fold 2,60,0.9707390472439332,512,2,128,0.10557965704118871,selu,none,30,0.4782484737218622,0.05230161490915186,AdamW,9.84293675326998e-05,1.4291260986674802e-06,,AdamW,2.6294344570207026e-05,0.0002330183945814958,,steplr,,,9.0,0.810099305556126,steplr,,,7.0,0.23478138573284965,PRUNED
Fold 2,61,0.9794220850704991,512,2,128,0.4427675980335085,gelu,none,34,0.4901880549636038,0.06039291059332924,AdamW,0.0001610555826921726,1.48680928550594e-06,,AdamW,1.7420288254597908e-05,2.8913053107884053e-05,,steplr,,,8.0,0.7410728205724236,steplr,,,9.0,0.1072370968422662,COMPLETE
Fold 2,62,0.9741032007080623,512,2,128,0.4350770567602985,gelu,none,32,0.48893418807573946,0.06117293077074202,AdamW,0.00016683138619155908,2.3116171228068574e-06,,AdamW,1.4977592540673704e-05,7.255462951119553e-05,,steplr,,,7.0,0.721458773119716,steplr,,,10.0,0.12428571362549967,PRUNED
